ID,Folio,Tipo_Documento,Proveedor,Proveedor_Raw,Fecha_Compra,Monto_Factura,Ajustes,Monto_Pagar,Forma_Pago,Categoria,Estado,Fecha_Pago,Credit_Days,Comprobante,Fecha_Pago_Real,Created_At,Items_JSON,Foto_URL,Version
HIST25_1108,0420171,Factura,Alsuper,Alsuper,2025-04-02,116.51,0,116.51,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1109,0191244,Factura,Alsuper,Alsuper,2025-04-02,99.25,0,99.25,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1110,0517073,Factura,Alsuper,Alsuper,2025-04-02,126.81,0,126.81,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1111,91983,Factura,SUKARNE,SUKARNE,2025-04-02,5065.5,0,5065.5,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1112,t,Factura,Sam's Club,Sam's Club,2025-03-31,432.0,0,432.0,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-03-31T12:00:00,,,1
HIST25_1113,t,Factura,Sam's Club,Sam's Club,2025-03-31,1330.0,0,1330.0,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-03-31T12:00:00,,,1
HIST25_1114,59655,Factura,KEY QUÍMICA (14 DÍAS),KEY QUÍMICA (14 DÍAS),2025-04-01,1053.28,0,1053.28,Transferencia,Gastos en General,Pagado,2025-04-16,15,Pendiente,,2025-04-01T12:00:00,,,1
HIST25_1115,022076,Factura,INIX COMERCIAL (20 DÍAS),INIX COMERCIAL (20 DÍAS),2025-04-02,803.51,0,803.51,Transferencia,Gastos en General,Pagado,2025-04-22,20,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1116,86155,Factura,Plastiproductos del Norte,Plastiproductos del Norte,2025-04-01,825.6,0,825.6,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-01T12:00:00,,,1
HIST25_1117,T,Factura,City Club,City Club,2025-04-01,320.0,0,320.0,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-01T12:00:00,,,1
HIST25_1118,#FACTURA,Factura,Inbursa,Inbursa,2025-03-27,15888.52,0,15888.52,Transferencia,Gastos en General,Pagado,2025-09-20,177,Pendiente,,2025-03-27T12:00:00,,,1
HIST25_1119,#FACTURA,Factura,Chubb Seguros México,Chubb Seguros México,2025-03-28,8211.17,0,8211.17,Transferencia,Gastos en General,Pagado,2025-04-03,6,Pendiente,,2025-03-28T12:00:00,,,1
HIST25_1120,t,Factura,City Club,City Club,2025-04-01,118.15,0,118.15,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-01T12:00:00,,,1
HIST25_1121,#FACTURA,Factura,Chubb Seguros México,Chubb Seguros México,2025-09-28,7689.34,0,7689.34,Transferencia,Gastos en General,Pagado,2025-09-20,0,Pendiente,,2025-09-28T12:00:00,,,1
HIST25_1122,01/04/25,Factura,Dumbo / Diana Silva Ponce (12 días),Dumbo / Diana Silva Ponce (12 días),2025-04-01,670.0,0,670.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-06,5,Pendiente,,2025-04-01T12:00:00,,,1
HIST25_1123,4199,Factura,Ma Eugenia Payan / Tortillas (14 días),Ma Eugenia Payan / Tortillas (14 días),2025-03-31,4872.0,0,4872.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-14,14,Pendiente,,2025-03-31T12:00:00,,,1
HIST25_1124,594168,Remisión,Productos Lácteos Los Pinos (7 DÍAS),Productos Lácteos Los Pinos (7 DÍAS),2025-04-03,518.0,0,518.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-08,5,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1125,1112,Factura,La Cosecha / Guadalupe Caro S. (14 días),La Cosecha / Guadalupe Caro S. (14 días),2025-04-02,1365.0,0,1365.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-16,14,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1126,68572,Factura,PROMAR DEL NORTE (14 DÍAS),PROMAR DEL NORTE (14 DÍAS),2025-04-03,4350.65,0,4350.65,Transferencia,Adquisición de mercancias,Pagado,2025-04-17,14,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1127,14019,Factura,Colesa (7 días),Colesa (7 días),2025-04-03,1075.7,0,1075.7,Transferencia,Adquisición de mercancias,Pagado,2025-04-08,5,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1128,41634,Factura,"AGYDSA ""Aceite"" (7 días)","AGYDSA ""Aceite"" (7 días)",2025-04-03,2100.0,0,2100.0,Transferencia,Gastos en General,Pagado,2025-04-08,5,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1129,70793,Factura,DIPACSA (7 días),DIPACSA (7 días),2025-04-03,1808.0,0,1808.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-08,5,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1130,2751,Factura,Paser / Araceli V. Padilla (14 dias),Paser / Araceli V. Padilla (14 dias),2025-04-03,1655.0,0,1655.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-17,14,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1131,30,Factura,Carmen Ortega P. / Salsa Macha Pepis (14 días),Carmen Ortega P. / Salsa Macha Pepis (14 días),2025-04-02,1440.0,0,1440.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-16,14,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1132,92024,Factura,SUKARNE,SUKARNE,2025-04-03,3798.3,0,3798.3,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1133,92025,Factura,SUKARNE,SUKARNE,2025-04-03,3670.1,0,3670.1,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1134,31203,Factura,HOME DEPOT,HOME DEPOT,2025-04-02,7599.0,0,7599.0,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1135,t,Factura,WALMART,WALMART,2025-04-03,76.0,0,76.0,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1136,37390071,Factura,Bachoco,Bachoco,2025-04-04,21810.53,0,21810.53,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1137,0517834,Factura,Alsuper,Alsuper,2025-04-03,35.8,0,35.8,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1138,0088348,Factura,Alsuper,Alsuper,2025-04-04,37.8,0,37.8,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1139,0134290,Factura,Alsuper,Alsuper,2025-04-04,299.9,0,299.9,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1140,0088349,Factura,Alsuper,Alsuper,2025-04-04,281.4,0,281.4,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1141,92055,Factura,SUKARNE,SUKARNE,2025-04-04,4415.4,0,4415.4,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1142,342603,Factura,Casa Myers,Casa Myers,2025-04-03,104.11,0,104.11,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1143,14096,Factura,Colesa (7 días),Colesa (7 días),2025-04-04,1229.8,0,1229.8,Transferencia,Adquisición de mercancias,Pagado,2025-04-09,5,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1144,022114,Factura,INIX COMERCIAL (20 DÍAS),INIX COMERCIAL (20 DÍAS),2025-04-05,1527.01,0,1527.01,Transferencia,Gastos en General,Pagado,2025-04-25,20,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1145,68610,Factura,PROMAR DEL NORTE (14 DÍAS),PROMAR DEL NORTE (14 DÍAS),2025-04-05,4115.8,0,4115.8,Transferencia,Adquisición de mercancias,Pagado,2025-04-19,14,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1146,150001,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-04-05,1536.06,0,1536.06,Transferencia,Adquisición de mercancias,Pagado,2025-04-10,5,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1147,14169,Factura,Colesa (7 días),Colesa (7 días),2025-04-05,1954.75,0,1954.75,Transferencia,Adquisición de mercancias,Pagado,2025-04-10,5,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1148,92089,Factura,SUKARNE,SUKARNE,2025-04-05,4054.7,0,4054.7,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1149,92088,Factura,SUKARNE,SUKARNE,2025-04-05,3533.9,0,3533.9,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1150,92054,Factura,SUKARNE,SUKARNE,2025-04-04,3918.5,0,3918.5,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1151,0084596,Factura,Alsuper,Alsuper,2025-04-05,149.4,0,149.4,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1152,0192977,Factura,Alsuper,Alsuper,2025-04-05,35.96,0,35.96,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1153,0192972,Factura,Alsuper,Alsuper,2025-04-05,183.13,0,183.13,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-05T12:00:00,,,1
HIST25_1154,0518396,Factura,Alsuper,Alsuper,2025-04-04,110.52,0,110.52,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1155,02abr25,Factura,La Espiga Dorada  / JUAN MANUEL CASTRO (7 días),La Espiga Dorada  / JUAN MANUEL CASTRO (7 días),2025-04-02,1100.0,0,1100.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-08,6,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1156,#FACTURA,,NOMINA,NOMINA,2025-03-28,22689.0,0,22689.0,Transferencia,Gastos en General,Pagado,2025-04-04,7,Pendiente,,2025-03-28T12:00:00,,,1
HIST25_1157,#FACTURA,,PENSIÓN ALIMENTICIA,PENSIÓN ALIMENTICIA,2025-04-03,866.12,0,866.12,Transferencia,Gastos en General,Pagado,2025-04-04,1,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1158,#FACTURA,,SODEXO,SODEXO,2025-04-03,2922.43,0,2922.43,Transferencia,Gastos en General,Pagado,,0,Pendiente,,2025-04-03T12:00:00,,,1
HIST25_1159,138406,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-04-07,1850.78,0,1850.78,Transferencia,Adquisición de mercancias,Pagado,2025-04-12,5,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1160,37408983,Factura,Bachoco,Bachoco,2025-04-07,16840.89,0,16840.89,Tarjeta,Adquisición de mercancias,Pagado,,0,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1161,4313,Factura,Electro Vim,Electro Vim,2025-04-07,1136.8,0,1136.8,Tarjeta,Gastos en General,Pagado,,0,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1162,477,Factura,SURTIDORA BOTANAS (7 DÍAS),SURTIDORA BOTANAS (7 DÍAS),2025-04-07,1108.38,0,1108.38,Transferencia,Adquisición de mercancias,Pagado,2025-04-12,5,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1163,013,Remisión,Frijol / Gozalo Gallegos /Empacadora Chih  (7 días),Frijol / Gozalo Gallegos /Empacadora Chih  (7 días),2025-04-07,1215.0,0,1215.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-12,5,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1164,70898,Factura,DIPACSA (7 días),DIPACSA (7 días),2025-04-07,904.0,0,904.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-12,5,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1165,022124,Factura,INIX COMERCIAL (20 DÍAS),INIX COMERCIAL (20 DÍAS),2025-04-07,1451.93,0,1451.93,Transferencia,Gastos en General,Pagado,2025-04-27,20,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1166,04/04/25,Factura,Dumbo / Diana Silva Ponce (12 días),Dumbo / Diana Silva Ponce (12 días),2025-04-04,480.0,0,480.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-09,5,Pendiente,,2025-04-04T12:00:00,,,1
HIST25_1167,64657,Remisión,EMPAQUES Y ENVASES/JOSE LUIS MORALES GARCIA (7 días),EMPAQUES Y ENVASES/JOSE LUIS MORALES GARCIA (7 días),2025-04-08,683.0,0,683.0,Transferencia,Gastos en General,Pagado,2025-04-13,5,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1168,68655,Factura,PROMAR DEL NORTE (14 DÍAS),PROMAR DEL NORTE (14 DÍAS),2025-04-08,2610.5,0,2610.5,Transferencia,Adquisición de mercancias,Pagado,2025-04-22,14,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1169,102006,Factura,Diplas / Hector A Portillo (20 días),Diplas / Hector A Portillo (20 días),2025-04-08,2843.63,0,2843.63,Transferencia,Gastos en General,Pagado,2025-04-28,20,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1170,268458,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-04-08,633.6,0,633.6,Transferencia,Adquisición de mercancias,Pagado,2025-04-13,5,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1171,4200,Factura,Ma Eugenia Payan / Tortillas (14 días),Ma Eugenia Payan / Tortillas (14 días),2025-04-08,2499.0,0,2499.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-22,14,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1172,268378,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-04-07,948.0,0,948.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-12,5,Pendiente,,2025-04-07T12:00:00,,,1
HIST25_1173,70918,Factura,DIPACSA (7 días),DIPACSA (7 días),2025-04-08,1739.0,0,1739.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-13,5,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1174,#FACTURA,Factura,Alsuper,Alsuper,2025-04-07,427.06,0,427.06,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-07T12:00:00,,,1
HIST25_1175,#FACTURA,Factura,Alsuper,Alsuper,2025-04-08,442.01,0,442.01,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-08T12:00:00,,,1
HIST25_1176,28255,Factura,SUKARNE,SUKARNE,2025-04-08,3710.7,0,3710.7,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-08T12:00:00,,,1
HIST25_1177,28256,Factura,SUKARNE,SUKARNE,2025-04-08,4280.3,0,4280.3,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-08T12:00:00,,,1
HIST25_1178,#FACTURA,Factura,Materiales Américas,Materiales Américas,2025-04-01,749.94,0,749.94,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-01T12:00:00,,,1
HIST25_1179,#FACTURA,Factura,HOME DEPOT,HOME DEPOT,2025-04-05,120.93,0,120.93,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-05T12:00:00,,,1
HIST25_1180,#FACTURA,Factura,HOME DEPOT,HOME DEPOT,2025-04-05,82.12,0,82.12,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-05T12:00:00,,,1
HIST25_1181,#FACTURA,Factura,Sam's Club,Sam's Club,2025-04-03,1446.97,0,1446.97,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-03T12:00:00,,,1
HIST25_1182,#FACTURA,Factura,Sam's Club,Sam's Club,2025-04-02,1470.71,0,1470.71,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-02T12:00:00,,,1
HIST25_1183,#FACTURA,Factura,Sam's Club,Sam's Club,2025-04-05,1762.0,0,1762.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-05T12:00:00,,,1
HIST25_1184,#FACTURA,Factura,Sam's Club,Sam's Club,2025-04-01,1147.0,0,1147.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-01T12:00:00,,,1
HIST25_1185,#FACTURA,Factura,Sam's Club,Sam's Club,2025-04-04,995.0,0,995.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-04T12:00:00,,,1
HIST25_1186,#FACTURA,Factura,Costco,Costco,2025-04-03,959.38,0,959.38,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-03T12:00:00,,,1
HIST25_1187,#FACTURA,Factura,Costco,Costco,2025-04-02,690.73,0,690.73,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-02T12:00:00,,,1
HIST25_1188,#FACTURA,Factura,Costco,Costco,2025-04-01,428.67,0,428.67,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-01T12:00:00,,,1
HIST25_1189,#FACTURA,Factura,Costco,Costco,2025-04-02,405.0,0,405.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-02T12:00:00,,,1
HIST25_1190,#FACTURA,Factura,Alsuper,Alsuper,2025-04-07,342.15,0,342.15,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-07T12:00:00,,,1
HIST25_1191,28245,Factura,SUKARNE,SUKARNE,2025-04-07,4818.3,0,4818.3,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-07T12:00:00,,,1
HIST25_1192,#FACTURA,Factura,Agro Chimayo,Agro Chimayo,2025-03-25,2825.0,0,2825.0,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-03-25T12:00:00,,,1
HIST25_1193,11206841,Factura,Harinas (comida pollo),Harinas (comida pollo),2025-04-04,1140.0,0,1140.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-04T12:00:00,,,1
HIST25_1194,9684,Factura,Granjero del Norte,Granjero del Norte,2025-04-04,2500.0,0,2500.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-04T12:00:00,,,1
HIST25_1195,126834,Factura,EMPAQUES Y ENVASES/JOSE LUIS MORALES GARCIA (7 días),EMPAQUES Y ENVASES/JOSE LUIS MORALES GARCIA (7 días),2025-04-04,653.0,0,653.0,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-04T12:00:00,,,1
HIST25_1196,Nómina,,,,2025-04-04,2545.0,0,2545.0,Cheque,Gastos en General,Pagado,,0,No aplíca,,2025-04-04T12:00:00,,,1
HIST25_1197,#FACTURA,Factura,Materiales Américas,Materiales Américas,2025-01-28,1705.93,0,1705.93,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-01-28T12:00:00,,,1
HIST25_1198,02042025,Factura,La Espiga Dorada  / JUAN MANUEL CASTRO (7 días),La Espiga Dorada  / JUAN MANUEL CASTRO (7 días),2025-04-02,1100.0,0,1100.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-09,7,Pendiente,,2025-04-02T12:00:00,,,1
HIST25_1199,#FACTURA,Factura,Combustibles del Bosque,Combustibles del Bosque,2025-03-27,479.8,0,479.8,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-03-27T12:00:00,,,1
HIST25_1200,#FACTURA,Factura,Combustibles del Bosque,Combustibles del Bosque,2025-03-27,1000.0,0,1000.0,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-03-27T12:00:00,,,1
HIST25_1201,#FACTURA,Factura,Corp Arpe Gasolina,Corp Arpe Gasolina,2025-04-03,1345.21,0,1345.21,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-03T12:00:00,,,1
HIST25_1202,2781,Factura,Paser / Araceli V. Padilla (14 dias),Paser / Araceli V. Padilla (14 dias),2025-04-09,827.5,0,827.5,Transferencia,Adquisición de mercancias,Pagado,2025-04-23,14,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1203,150209,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-04-09,1158.36,0,1158.36,Transferencia,Adquisición de mercancias,Pagado,2025-04-14,5,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1204,55572,Factura,EMPAQUES Y ENVASES/JOSE LUIS MORALES GARCIA (7 días),EMPAQUES Y ENVASES/JOSE LUIS MORALES GARCIA (7 días),2025-04-09,299.92,0,299.92,Transferencia,Gastos en General,Pagado,2025-04-14,5,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1205,138474,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-04-09,1335.63,0,1335.63,Transferencia,Adquisición de mercancias,Pagado,2025-04-14,5,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1206,20770,Factura,Quesos y + Quesos / Armando Villanueva (7 días),Quesos y + Quesos / Armando Villanueva (7 días),2025-04-08,2741.6,0,2741.6,Transferencia,Adquisición de mercancias,Pagado,2025-04-13,5,Pendiente,,2025-04-08T12:00:00,,,1
HIST25_1207,#FACTURA,,PENSION,PENSION,2025-04-10,866.12,0,866.12,Transferencia,Gastos en General,Pagado,2025-04-10,0,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1208,#FACTURA,,NOMINA,NOMINA,2025-04-10,23596.2,0,23596.2,Transferencia,Gastos en General,Pagado,,0,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1209,#FACTURA,,SODEXO,SODEXO,2025-04-10,2660.92,0,2660.92,Transferencia,Gastos en General,Pagado,,0,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1210,#FACTURA,,IMPUESTO SOBRE NÓMINA,IMPUESTO SOBRE NÓMINA,2025-04-10,4205.0,0,4205.0,Transferencia,Gastos en General,Pagado,,0,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1211,#FACTURA,,IMSS,IMSS,2025-04-10,17238.38,0,17238.38,Transferencia,Gastos en General,Pagado,,0,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1212,68698,Factura,PROMAR DEL NORTE (14 DÍAS),PROMAR DEL NORTE (14 DÍAS),2025-04-10,4698.9,0,4698.9,Transferencia,Adquisición de mercancias,Pagado,2025-04-24,14,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1213,10042025,Factura,TARTARAS LUZ ALICIA RODRIGUEZ,TARTARAS LUZ ALICIA RODRIGUEZ,2025-04-10,480.0,0,480.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-15,5,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1214,36853,Factura,Papas Santa Fe / Procepap (7 dias),Papas Santa Fe / Procepap (7 dias),2025-04-09,450.0,0,450.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-14,5,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1215,022171,Factura,INIX COMERCIAL (20 DÍAS),INIX COMERCIAL (20 DÍAS),2025-04-10,2490.24,0,2490.24,Transferencia,Gastos en General,Pagado,2025-04-30,20,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1216,268616,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-04-10,1210.0,0,1210.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-15,5,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1217,10,Factura,Salsa La Moncha / Janeth Gonzalez (14 días),Salsa La Moncha / Janeth Gonzalez (14 días),2025-04-09,658.0,0,658.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-14,5,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1218,70986,Factura,DIPACSA (7 días),DIPACSA (7 días),2025-04-10,1808.0,0,1808.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-15,5,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1219,138511,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-04-10,998.06,0,998.06,Transferencia,Adquisición de mercancias,Pagado,2025-04-15,5,Pendiente,,2025-04-10T12:00:00,,,1
HIST25_1220,0241459,Factura,AB Pollo,AB Pollo,2025-04-09,1162.8,0,1162.8,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-04-09T12:00:00,,,1
HIST25_1221,37425929,Factura,Bachoco,Bachoco,2025-04-09,13961.69,0,13961.69,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1222,5040,Factura,Que Pescados!,Que Pescados!,2025-04-09,850.0,0,850.0,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1223,314535,Factura,HOME DEPOT,HOME DEPOT,2025-04-09,622.31,0,622.31,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1224,#FACTURA,Factura,Costco,Costco,2025-04-09,1702.3,0,1702.3,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1225,#FACTURA,Factura,HOME DEPOT,HOME DEPOT,2025-04-09,622.3,0,622.3,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1226,28273,Factura,SUKARNE,SUKARNE,2025-04-09,3868.9,0,3868.9,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1227,#FACTURA,Factura,Alsuper,Alsuper,2025-04-10,288.28,0,288.28,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-10T12:00:00,,,1
HIST25_1228,28291,Factura,SUKARNE,SUKARNE,2025-04-10,4058.8,0,4058.8,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-10T12:00:00,,,1
HIST25_1229,28290,Factura,SUKARNE,SUKARNE,2025-04-10,3094.1,0,3094.1,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-10T12:00:00,,,1
HIST25_1230,28272,Factura,SUKARNE,SUKARNE,2025-04-09,4114.2,0,4114.2,Tarjeta,Adquisición de mercancias,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1231,458857,Factura,Casa Myers,Casa Myers,2025-04-09,255.73,0,255.73,Tarjeta,Gastos en General,Pagado,,0,No aplíca,,2025-04-09T12:00:00,,,1
HIST25_1232,14559,Factura,Colesa (7 días),Colesa (7 días),2025-04-11,338.4,0,338.4,Transferencia,Adquisición de mercancias,Pagado,2025-04-16,5,Pendiente,,2025-04-11T12:00:00,,,1
HIST25_1233,703051,Factura,Casa Reza (7 días),Casa Reza (7 días),2025-04-11,3880.0,0,3880.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-16,5,Pendiente,,2025-04-11T12:00:00,,,1
HIST25_1234,36957,Factura,Papas Santa Fe / Procepap (7 dias),Papas Santa Fe / Procepap (7 dias),2025-04-11,496.0,0,496.0,Transferencia,Adquisición de mercancias,Pagado,2025-04-16,5,Pendiente,,2025-04-11T12:00:00,,,1
