ID,Fecha,DiaSemana,VentasDia,PagosRecibidos,Tarjeta,Transferencias,Cashback,StoreCredit,2ndoSocios,2ndoNominas,Sobre2,Cocina1,Cocina2,Cocina3,Produccion1,Produccion2,Produccion3,Casa1,Casa2,Express,Granja,FrutasVerduras,ProveedorVentas,MermasCanastas,Pedidos,Mixto,IvaAVenta,DepositoBBVA,FactClientes,FactGen1,FactGen2,FactGen3,FactGen4,FactGen5,FactGen6,FacturasCFDI,TotalFacturado,TotalXFacturar,FaltaFactura,Mes,MesNumero,Created_At,Updated_At
HIST25_0061,2025-03-12,Miércoles,61142.53,61142.53,35002.9,266.1,0.0,0,0.0,0.0,0.0,8022.4,6556.0,0,658.0,862.3,4225.95,2649.17,6031.12,16759.4,983.79,101.19,1802.16,0.0,0.0,10762.4,1612.65,25873.53,711.48,28440.46,14442.96,9630.94,7916.69,0.0,0.0,,61142.53,61142.53,0.0,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0062,2025-03-13,Jueves,61379.27,61379.27,36285.53,793.0,0.0,0,0.0,5373.0,5373.0,7098.4,7623.5,0,940.0,2295.82,3185.4,3931.56,5987.74,16833.75,505.0,190.23,1609.69,15.0,0.0,9253.8,1822.38,18927.74,511.5,22137.88,13643.65,9274.89,6355.14,3822.91,263.0,,56008.97,56006.27,-2.7,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0063,2025-03-14,Viernes,56427.03,56427.03,35669.69,0.0,0.0,0,0.0,0.0,0.0,7000.1,8557.0,0,646.0,1242.68,1546.18,2355.93,5610.1,18568.06,303.79,144.74,1959.09,3.0,0.0,6207.57,2166.79,20757.34,636.18,26499.53,14009.24,9278.74,5661.93,111.55,0.0,,56197.17,56427.03,229.86,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0064,2025-03-15,Sábado,27635.6,27522.6,20411.99,0.0,0.0,0,0.0,0.0,0.0,3045.3,2975.5,0,485.0,1612.0,2105.16,1102.03,3433.14,6050.42,316.79,23.52,1062.78,6.0,0.0,4761.49,627.47,7110.61,0.0,23228.11,4524.36,0.0,0.0,0.0,0.0,,27752.47,27522.6,-229.87,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0065,2025-03-18,Martes,71183.0,72251.15,43057.39,1310.74,0.0,0,4000.0,1400.0,5400.0,9868.4,8684.0,0,806.0,1584.88,6283.67,4522.01,7130.04,19822.14,660.58,106.85,1272.6,9.0,0.0,8252.79,1996.04,22483.02,482.88,24288.42,16161.19,10556.03,7607.64,5064.05,2532.82,,66693.03,66851.15,158.12,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0066,2025-03-19,Miércoles,58545.85,59164.6,33185.56,0.0,0.0,0,4000.0,1100.0,5100.0,7520.4,7325.5,0,708.0,4167.2,3566.61,2608.73,6180.62,16359.39,480.58,81.92,1742.31,6.0,29.0,6032.0,1650.59,20879.04,296.58,24801.39,12411.27,8728.82,5804.75,2120.26,0.0,,54163.07,54064.6,-98.47,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0067,2025-03-20,Jueves,60082.39,60082.39,43153.74,422.83,0.0,0,0.0,1400.0,1400.0,7520.4,7325.5,0,708.0,4167.2,3566.61,2608.73,6180.62,16359.39,480.58,81.92,1742.31,6.0,29.0,6032.0,1650.59,15105.82,370.14,24672.31,13899.55,9814.4,6748.24,3180.28,0.0,,58684.92,58682.39,-2.53,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0068,2025-03-21,Viernes,55605.13,55605.13,29501.12,688.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25415.21,89.04,27631.36,13061.81,8572.18,6192.74,58.0,0.0,,55605.13,55605.13,0.0,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0069,2025-03-22,Sábado,30884.87,30884.87,20786.2,221.0,0.0,0,0.0,1139.5,1139.5,3877.4,5406.5,0,198.0,1175.28,2241.2,1355.82,3722.87,7503.18,100.0,9.46,961.1,6.0,0.0,3394.37,817.69,8738.17,508.56,20489.24,8707.14,0.0,0.0,0.0,0.0,,29704.94,29745.37,40.43,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0070,2025-03-24,Lunes,67500.28,68280.96,42638.45,0.0,0.0,0,4000.0,1500.0,5500.0,8958.4,9093.5,0,856.0,2459.38,2932.04,3123.42,7800.72,19610.64,351.0,57.74,1967.78,0.0,0.0,8267.16,1925.5,20142.51,1001.06,24808.14,14596.07,10358.17,7272.7,3959.87,785.82,,62781.83,62780.96,-0.87,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0071,2025-03-25,Martes,73069.27,73069.27,44615.35,0.0,0.0,0,4000.0,1000.0,5000.0,6381.4,7831.0,0,747.0,4918.3,4726.47,2981.72,9114.5,19546.65,1236.0,181.85,2299.6,9.0,0.0,10917.87,2061.91,23453.92,168.1,29750.02,17509.61,11264.08,9375.75,0.0,0.0,,68067.56,68069.27,1.71,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0072,2025-03-26,Miércoles,59994.88,59994.88,40917.28,0.0,0.0,0,0.0,0.0,0.0,7472.0,7340.0,0,745.0,1524.33,3152.47,2716.17,8213.33,16438.38,1213.0,113.44,1866.92,0.0,0.0,7390.73,1664.11,19077.6,826.5,26643.42,14626.18,10123.15,7775.65,0.0,0.0,,59994.9,59994.88,-0.02,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0073,2025-03-27,Jueves,56780.83,56398.71,38228.29,287.0,0.0,0,0.0,7682.0,7682.0,9346.4,6208.5,0,853.0,1866.85,1248.18,2818.65,5339.16,16295.43,846.79,134.79,3779.8,0.0,0.0,6124.73,1889.55,10201.42,0.0,18814.18,12194.53,8290.79,5759.49,3658.28,0.0,,48717.27,48716.71,-0.56,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0074,2025-03-28,Viernes,47639.75,48021.87,32452.91,446.29,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15122.67,1205.53,23494.57,12496.82,10824.96,0.0,0.0,0.0,,48021.88,48021.87,-0.01,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0075,2025-03-29,Sábado,29323.02,29323.02,17898.5,591.6,0.0,0,0.0,0.0,0.0,4036.4,3203.0,0,248.0,1240.72,2201.63,1905.8,3745.13,5573.7,200.0,85.77,1687.12,9.0,0.0,4441.4,687.35,10832.92,148.25,23655.06,5519.73,742.18,0.0,0.0,0.0,,30065.22,29323.02,-742.2,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0076,2025-03-31,Lunes,71739.38,72179.38,49022.93,0.0,0.0,0,4000.0,1500.0,5500.0,7960.41,10896.0,0,1130.0,2014.27,7037.82,3638.85,9113.32,18713.18,708.8,50.96,1771.04,0.0,0.0,6582.29,1996.45,17656.45,687.02,27245.97,14843.31,10530.92,7432.07,5940.07,0.0,,66679.36,66679.38,0.02,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0077,2025-04-01,Martes,73633.37,73633.37,52253.78,681.15,0.0,0,4000.0,1500.0,5500.0,8756.89,7644.0,0,1050.0,3159.93,5464.17,3419.0,8116.35,20570.95,750.0,54.44,2666.89,0.0,0.0,9639.81,2224.94,15198.44,445.37,24894.83,16152.6,11857.61,8783.09,5706.14,0.0,,67839.64,68133.37,293.73,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0078,2025-04-02,Miércoles,61368.98,59523.98,37518.7,0.0,0.0,0,0.0,2250.0,2250.0,6543.6,7327.0,0,705.0,1803.96,2342.2,3661.0,9203.41,18545.92,845.0,105.44,1605.15,12.0,0.0,7098.28,1484.02,19755.28,0.0,27059.35,14563.82,9381.04,5126.97,1166.57,0.0,,57297.75,57273.98,-23.77,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0079,2025-04-03,Jueves,65329.07,55954.07,35306.22,1237.2,0.0,0,0.0,0.0,0.0,6893.0,6606.5,0,785.0,845.0,3301.96,2862.13,5085.5,15621.63,967.58,101.52,2293.23,6.0,0.0,6067.0,1893.02,19410.65,165.0,27720.7,13963.82,8941.96,5312.58,0.0,0.0,,56104.06,55954.07,-149.99,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0080,2025-04-04,Viernes,45077.25,56297.0,35924.23,0.0,0.0,0,0.0,680.0,680.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19692.77,2418.2,27561.31,14156.99,6995.54,4112.19,0.0,0.0,,55244.23,55617.0,372.77,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0081,2025-04-05,Sábado,26487.48,26487.48,16899.79,0.0,0.0,0,0.0,0.0,0.0,4008.1,4354.5,0,178.0,588.02,2251.47,1033.07,2774.72,5504.26,25.0,94.14,781.58,0.0,0.0,4219.59,617.03,9587.69,0.0,11297.51,15189.97,0.0,0.0,0.0,0.0,,26487.48,26487.48,0.0,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0082,2025-04-07,Lunes,73021.78,73139.78,47003.37,570.89,0.0,0,4000.0,1500.0,5500.0,9718.4,9917.0,0,1078.0,3178.39,5941.0,3497.23,8460.33,18671.0,939.0,99.51,1949.55,0.0,0.0,7691.0,1852.37,20065.52,0.0,27269.35,15358.59,10867.79,8260.7,5883.66,0.0,,67640.09,67639.78,-0.31,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0083,2025-04-08,Martes,72253.42,72770.42,50140.6,0.0,0.0,0,4000.0,1000.0,5000.0,9350.0,8745.0,0,753.0,2007.69,4034.0,3990.62,7037.05,22274.04,596.79,46.4,1377.58,12.0,0.0,9599.95,2274.3,17629.82,2401.13,25665.83,16493.43,11408.89,4088.36,7534.76,0.0,,67592.4,67770.42,178.02,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0084,2025-04-09,Miércoles,62034.71,62034.71,43183.8,0.0,0.0,0,0.0,0.0,0.0,8495.4,7584.0,0,750.0,1093.67,5166.56,3187.78,6212.46,17622.95,609.79,62.05,2566.91,0.0,0.0,6627.0,1930.14,18850.91,354.16,27936.07,15263.18,13807.08,4674.23,0.0,0.0,,62034.72,62034.71,-0.01,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0085,2025-04-10,Jueves,59378.72,58699.22,35987.52,364.88,0.0,0,0.0,4739.0,4739.0,6472.79,6963.1,0,805.0,1891.17,3926.97,2420.09,8458.39,18612.89,628.59,131.71,2008.5,6.0,0.0,4933.58,1954.95,17607.82,663.44,23425.61,9434.14,7376.57,13650.95,0.0,0.0,,54550.71,53960.22,-590.49,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0086,2025-04-11,Viernes,51055.45,51734.95,25591.47,2324.81,0.0,0,0.0,0.0,0.0,6204.4,6022.5,0,475.0,651.2,2600.33,3296.9,8307.76,15346.02,493.17,25.96,2471.16,6.0,0.0,3093.85,1906.21,23818.67,173.31,24153.0,13323.22,6104.2,7222.72,0.0,0.0,,50976.45,51734.95,758.5,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0087,2025-04-12,Sábado,28689.33,28689.33,18664.56,0.0,0.0,0,0.0,0.0,0.0,3553.5,3867.0,0,290.0,915.31,2505.88,1040.79,2315.59,7131.41,264.0,14.78,933.65,9.0,0.0,4922.0,868.42,10024.77,0.0,22195.22,6530.61,0.0,0.0,0.0,0.0,,28725.83,28689.33,-36.5,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0088,2025-04-14,Lunes,65709.12,65391.12,45750.48,127.0,0.0,0,0.0,0.0,0.0,8453.4,9279.0,0,873.0,2192.19,3947.21,3209.56,6289.41,19859.21,583.0,55.35,1464.1,0.0,0.0,7320.22,2028.47,19513.64,1222.98,25742.02,8848.49,9263.69,9880.35,10314.61,0.0,,65272.14,65391.12,118.98,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0089,2025-04-15,Martes,62233.35,62774.35,37295.05,0.0,0.0,0,4000.0,1500.0,5500.0,7750.6,8865.0,0,908.0,1984.13,2042.54,3060.36,7775.55,17410.23,973.0,33.63,2032.23,9.0,0.0,7715.0,1616.08,19979.3,508.8,23135.99,14147.13,9774.63,6614.37,3164.94,0.0,,57345.86,57274.35,-71.51,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0090,2025-04-16,Miércoles,54951.78,54951.78,39043.44,220.6,0.0,0,4000.0,1000.0,5000.0,7252.0,7927.0,0,685.0,1815.59,2303.13,3123.42,7560.59,13651.31,446.0,67.4,1743.71,0.0,0.0,6931.11,1329.52,10687.74,0.0,22109.6,13034.08,8867.28,5622.59,0.0,0.0,,49633.55,49951.78,318.23,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0091,2025-04-17,Jueves,34478.27,34478.27,19358.76,677.46,0.0,0,0.0,0.0,0.0,4236.2,3904.0,0,421.0,535.0,1821.01,1871.94,3812.57,10472.56,345.0,116.0,973.19,0.0,0.0,4638.41,1186.39,14442.05,0.0,14528.72,19949.55,0.0,0.0,0.0,0.0,,34478.27,34478.27,0.0,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0092,2025-04-18,Viernes,9124.93,9830.93,6414.86,0.0,0.0,0,0.0,0.0,0.0,1688.0,810.5,0,320.0,23.72,415.76,897.5,1550.1,1806.96,170.0,0.0,402.06,3.0,0.0,787.27,250.06,3416.07,0.0,9536.69,0.0,0.0,0.0,0.0,0.0,,9536.69,9830.93,294.24,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0093,2025-04-19,Sábado,11939.64,11939.64,6613.0,0.0,0.0,0,0.0,0.0,0.0,1758.0,1558.0,0,347.5,73.92,945.07,623.79,911.91,3823.65,101.79,24.13,308.58,0.0,0.0,925.76,508.54,5326.64,0.0,12233.87,0.0,0.0,0.0,0.0,0.0,,12233.87,11939.64,-294.23,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0094,2025-04-21,Lunes,69679.15,69392.95,38773.79,763.31,0.0,0,4000.0,1500.0,5500.0,8664.4,8510.59,0,1185.0,2854.31,6365.57,3596.05,7657.14,19105.72,815.0,42.71,1811.23,15.0,0.0,6994.23,2033.2,24355.85,0.0,24122.01,15171.02,10597.8,8534.76,6438.46,0.0,,64864.05,63892.95,-971.1,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0095,2025-04-22,Martes,60817.3,61366.3,38422.64,1194.28,0.0,0,4000.0,1000.0,5000.0,8037.4,7849.0,0,650.0,1962.38,5224.85,3547.81,7264.17,15549.04,100.0,68.18,1857.72,0.0,0.0,7034.2,1556.55,16749.38,228.29,24018.15,13300.95,9693.76,8664.26,0.0,0.0,,55905.41,56366.3,460.89,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0096,2025-04-23,Miércoles,53356.99,54050.99,36776.75,0.0,0.0,0,0.0,0.0,0.0,7489.4,6240.4,0,926.0,1586.57,3460.71,2644.94,5575.16,14714.29,363.79,12.61,1548.06,12.0,39.0,7165.7,1404.36,17274.24,152.04,10973.81,11839.28,21598.58,8754.31,0.0,0.0,,53318.02,54050.99,732.97,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0097,2025-04-24,Jueves,56734.94,56734.94,38148.5,367.4,0.0,0,0.0,3972.0,3972.0,7489.4,6240.4,0,926.0,1586.57,3460.71,2644.94,5575.16,14714.29,363.79,12.61,1548.06,12.0,39.0,7165.7,1404.36,14247.04,1267.14,24006.0,13880.89,8184.97,5497.99,0.0,0.0,,52836.99,52762.94,-74.05,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0098,2025-04-25,Viernes,48226.06,46792.34,30519.32,0.0,0.0,0,0.0,570.0,570.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15703.02,354.18,24186.11,11754.36,7193.49,4542.16,0.0,0.0,,48030.3,46222.34,-1807.96,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0099,2025-04-26,Sábado,32147.61,33581.33,21028.6,0.0,0.0,0,0.0,125.0,125.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12427.73,157.95,23292.14,8743.25,0.0,0.0,0.0,0.0,,32193.34,33456.33,1262.99,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0100,2025-04-28,Lunes,69123.39,69123.39,45303.36,0.0,0.0,0,4000.0,1500.0,5500.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18320.03,2009.5,24940.72,15234.52,10303.79,7414.7,4837.73,0.0,,64740.96,63623.39,-1117.57,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0101,2025-04-29,Martes,69859.41,69859.41,47837.71,0.0,0.0,0,4000.0,1600.0,5600.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16421.7,0.0,27628.57,15874.95,10349.06,6954.72,3105.32,0.0,,63912.62,64259.41,346.79,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0102,2025-04-30,Miércoles,49961.95,49961.95,33636.11,0.0,0.0,0,0.0,1133.0,1133.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15192.84,415.78,23000.43,11215.16,7832.46,4891.59,1487.72,0.0,,48843.14,48828.95,-14.19,Abril,4,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0103,2025-05-02,Viernes,54469.11,54469.11,36731.81,532.48,0.0,0,0.0,3000.0,3000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14204.82,0.0,22062.56,12881.91,8662.4,5375.91,1652.89,881.63,,51517.3,51469.11,-48.19,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0104,2025-05-03,Sábado,25589.62,25589.62,16730.84,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8828.78,594.11,24995.5,0.0,0.0,0.0,0.0,0.0,,25589.61,25589.62,0.01,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0105,2025-05-05,Lunes,61787.65,62010.65,40351.73,0.0,0.0,0,4000.0,0.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17658.92,166.0,22541.0,14716.75,9996.7,6746.33,3621.96,0.0,,57788.74,58010.65,221.91,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0106,2025-05-06,Martes,67940.13,67575.13,48968.48,1068.02,0.0,0,4000.0,0.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13538.63,706.01,27971.14,14999.44,9941.98,6257.9,4058.94,0.0,,63935.41,63575.13,-360.28,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0107,2025-05-07,Miércoles,55676.57,55311.57,36403.23,0.0,0.0,0,3000.0,0.0,3000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15908.34,0.0,23917.15,13754.01,4821.68,1059.85,8389.11,0.0,,51941.8,52311.57,369.77,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0108,2025-05-08,Jueves,57393.43,57393.43,38248.12,0.0,0.0,0,0.0,5435.0,5435.0,78826.4,73513.1,0,7821.0,20954.14,36708.36,31770.28,63154.6,162568.91,3775.17,852.55,15941.9,54.0,0.0,79153.7,16429.82,13710.31,426.22,22054.67,13020.22,8461.83,8109.35,0.0,0.0,,52072.29,51958.43,-113.86,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0109,2025-05-09,Viernes,51805.51,50796.11,32464.87,0.0,0.0,0,0.0,1710.0,1710.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16621.24,0.0,23545.58,13488.2,8286.47,3766.08,0.0,0.0,,49086.33,49086.11,-0.22,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0110,2025-05-10,Sábado,21667.16,23457.56,12121.98,2200.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9135.52,0.0,21932.86,1524.7,0.0,0.0,0.0,0.0,,23457.56,23457.56,0.0,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0111,2025-05-12,Lunes,67785.34,67785.34,44160.63,0.0,0.0,0,4000.0,0.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19624.71,332.0,26079.96,15261.05,10957.36,7262.86,3894.78,0.0,,63788.01,63785.34,-2.67,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0112,2025-05-13,Martes,63331.55,63331.55,41949.09,0.0,0.0,0,4000.0,0.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17382.46,1504.76,23029.71,14060.43,9759.47,6742.38,4141.65,0.0,,59238.4,59331.55,93.15,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0113,2025-05-14,Miércoles,58452.97,58890.97,38321.51,709.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19860.46,1212.1,26949.22,13894.72,9165.2,8040.21,0.0,0.0,,59261.45,58890.97,-370.48,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0114,2025-05-15,JUEVES,54727.58,54727.58,38083.96,0.0,0.0,0,0.0,3993.0,3993.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12650.62,0.0,24540.28,12358.22,7710.38,6130.43,0.0,0.0,,50739.31,50734.58,-4.73,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0115,2025-05-16,Viernes,57135.89,57135.89,40211.11,0.0,0.0,0,0.0,280.0,280.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16644.78,291.04,29898.39,13667.1,13090.65,0.0,0.0,0.0,,56947.18,56855.89,-91.29,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0116,2025-05-17,Sábado,35325.95,35325.95,21521.17,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13804.78,0.0,23358.95,11967.0,0.0,0.0,0.0,0.0,,35325.95,35325.95,0.0,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0117,2025-05-19,Lunes,67340.71,67340.71,46066.93,1207.5,0.0,0,4000.0,0.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16066.28,0.0,24580.43,15453.84,10279.63,7389.38,5637.1,0.0,,63340.38,63340.71,0.33,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0118,2025-05-20,Martes,60251.7,60251.7,36569.7,813.48,0.0,0,4000.0,0.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18868.52,737.96,25825.53,13607.82,8671.56,7410.48,0.0,0.0,,56253.35,56251.7,-1.65,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0119,2025-05-21,Miércoles,55698.25,55782.25,31677.65,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24104.6,0.0,25427.13,13883.25,9427.91,6658.77,0.0,0.0,,55397.06,55782.25,385.19,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0120,2025-05-22,Jueves,48888.18,48888.18,32365.6,0.0,0.0,0,0.0,5734.0,5734.0,83346.77,79045.9,0,10041.5,26076.51,43574.35,34970.97,72654.11,165528.0,2171.55,1091.83,19151.59,27.0,29.0,82946.1,0.0,10788.58,225.63,18813.67,11477.57,7478.34,5167.5,0.0,0.0,,43162.71,43154.18,-8.53,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0121,2025-05-23,Viernes,53601.56,53601.56,33225.68,248.0,0.0,0,0.0,4000.0,4000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16127.88,385.2,23275.52,12902.26,8063.65,4393.57,966.62,0.0,,49986.82,49601.56,-385.26,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0122,2025-05-24,Sábado,32926.45,31486.45,21025.18,0.0,0.0,0,0.0,5000.0,5000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5461.27,0.0,19477.2,6991.69,0.0,0.0,0.0,0.0,,26468.89,26486.45,17.56,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0123,2025-05-26,Lunes,66923.88,66923.88,41567.75,0.0,0.0,0,4000.0,2000.0,6000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19356.13,0.0,22267.1,13623.44,9747.75,7425.91,6800.86,223.0,,60088.06,60923.88,835.82,Mayo,5,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
